"Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
3,2,13.6231386653168,4,72,22,3.4,3068,3,3,1,4.20469261939097,4.77912349311153,2010,19,-37.7946,144.9989
4,1,14.224967687342,2,97,23,3.4,3068,4,2,0,5.08759633523238,5.12989871492307,1995,19,-37.7885,144.9994
3,1,14.1229952577122,2,97,25,3.4,3068,3,1,0,4.77068462446567,4.77068462446567,1880,19,-37.7921,144.9858
2,1,13.6529916284665,4,17,30,7.8,3058,2,1,1,5.91620206260743,4.53259949315326,1930,15,-37.735,144.9589
3,1,13.5721642993325,2,97,30,7.8,3058,2,1,1,5.65599181081985,4.70048036579242,1890,15,-37.7427,144.952
3,1,13.4298480771523,2,97,31,7.8,3058,3,1,0,6.55393340402581,4.68213122712422,1950,15,-37.7391,144.9812
2,2,13.6010789472521,2,97,31,7.8,3058,2,2,1,0,5.17048399503815,2010,15,-37.7546,144.9713
3,1,13.4224679698547,1,145,33,7.8,3058,3,1,2,4.95582705760126,4.81218435537242,2005,15,-37.7382,144.973
3,1,13.9994973940773,2,97,34,7.8,3058,3,2,2,6.04737217904628,4.9416424226093,1940,15,-37.7493,144.9559
3,1,14.1303212978043,2,120,34,7.8,3058,3,1,1,5.4510384535657,5.19295685089021,1890,15,-37.7549,144.9611
3,1,13.8155105579643,5,72,34,7.8,3058,3,2,3,5.91350300563827,4.70048036579242,1920,15,-37.744,144.9501
4,1,11.8844890214027,1,72,35,7.8,3058,3,1,1,6.2841341610708,5.0998664278242,1910,15,-37.7555,144.9658
3,1,13.6646876682297,2,110,35,7.8,3058,3,1,1,5.64544689764324,4.69134788222914,1915,15,-37.7416,144.9582
2,1,13.7673701826363,2,72,37,7.8,3058,2,1,1,5.13579843705026,4.61512051684126,1890,15,-37.7508,144.9608
2,1,13.507625778195,4,97,37,7.8,3058,2,1,1,5.63478960316925,4.53259949315326,1900,15,-37.7429,144.952
3,1,13.7610543721682,2,17,39,7.8,3058,3,1,1,5.91889385427315,4.8283137373023,1920,15,-37.735,144.9581
2,3,13.1223633774043,4,72,39,7.8,3058,2,1,1,0,4.30406509320417,1970,15,-37.7405,144.9644
2,3,13.0519409131078,2,97,41,7.8,3058,2,1,1,0,4.12713438504509,1980,15,-37.7527,144.9522
3,2,13.5144054651804,5,97,41,7.8,3058,3,2,1,5.54126354515843,5.0998664278242,2014,15,-37.7546,144.9713
3,1,13.6072556191438,2,99,41,7.8,3058,3,1,1,5.91350300563827,4.86753445045558,1930,15,-37.7561,144.9718
3,1,13.5489374487227,2,99,41,7.8,3058,3,1,0,5.93489419561959,4.82028156560504,1930,15,-37.7561,144.9716
3,1,13.6231386653168,2,99,41,7.8,3058,2,1,1,5.92425579741453,4.77068462446567,1910,15,-37.7561,144.9715
4,1,13.9386127550983,2,97,41,7.8,3058,4,2,2,6.20253551718792,5.7037824746562,2001,15,-37.7359,144.9711
3,1,13.8775459488837,4,97,41,7.8,3058,3,2,1,6.0330862217988,5.18178355029209,1940,15,-37.7478,144.9583
3,1,14.0061309175729,2,97,1,7.8,3058,3,1,1,5.93753620508243,4.8283137373023,1925,15,-37.7544,144.9764
2,3,12.9807998130825,2,97,1,7.8,3058,2,1,1,0,4.38202663467388,1965,15,-37.7405,144.9644
2,3,13.3893324082586,4,110,1,7.8,3058,2,1,1,4.85981240436167,4.67282883446191,2012,15,-37.7422,144.9606
3,2,13.3692234553359,2,97,2,7.8,3058,3,1,2,4.77912349311153,4.69134788222914,1995,15,-37.7403,144.9491
3,1,13.9377281906885,4,121,6,7.8,3058,3,1,2,6.59987049921284,4.84418708645859,1920,15,-37.7379,144.9623
3,1,13.5450133102666,2,153,9,7.8,3058,3,2,1,4.67282883446191,4.70048036579242,1994,15,-37.7517,144.963
2,1,13.7134778323991,2,97,10,7.8,3058,2,1,1,5.53338948872752,4.54329478227,1910,15,-37.7484,144.9521
3,1,13.8155105579643,2,97,10,7.8,3058,3,1,1,6.06610809010375,4.76217393479776,1970,15,-37.75,144.9695
4,1,14.3705444363946,4,97,10,7.8,3058,3,2,4,6.1779441140506,5.54517744447956,2006,15,-37.7529,144.9534
4,1,13.670484785914,2,17,11,7.8,3058,4,1,1,6.11368217983223,4.8283137373023,1925,15,-37.7525,144.948
2,3,13.0919041699196,5,97,11,7.8,3058,2,2,1,0,4.56434819146784,1880,15,-37.7367,144.9701
3,1,14.0608069139196,2,110,12,7.8,3058,3,2,3,6.00388706710654,5.04985600724954,1930,15,-37.7464,144.959
3,2,13.2878778158819,5,120,13,7.8,3058,3,2,2,0,4.69134788222914,2013,15,-37.7458,144.9751
4,1,13.9430238782632,2,120,14,7.8,3058,4,3,1,6.04025471127741,4.98360662170834,1920,15,-37.7501,144.962
2,2,13.3613802778748,2,120,14,7.8,3058,2,1,1,4.57471097850338,4.55387689160054,2014,15,-37.7516,144.9623
4,1,14.1519827945855,2,122,15,7.8,3058,4,1,1,6.75227037614174,5.24174701505964,1970,15,-37.7432,144.9481
3,1,14.0466222789277,2,72,16,7.8,3058,3,2,0,6.00881318544259,5.4380793089232,1930,15,-37.7471,144.9579
3,1,13.6423469389551,2,121,16,7.8,3058,3,1,3,5.95324333428778,4.58496747867057,1920,15,-37.734,144.9603
2,3,13.194684038984,2,97,16,7.8,3058,2,1,1,0,4.29045944114839,1975,15,-37.7435,144.9563
2,2,13.3013460329328,2,97,20,7.8,3058,2,1,1,4.68213122712422,4.60517018598809,2007,15,-37.7379,144.9617
3,1,13.9288392432713,2,118,20,7.8,3058,3,2,1,5.68017260901707,5.19295685089021,2006,15,-37.7481,144.9663
3,1,13.6762484906308,2,97,20,7.8,3058,3,1,1,5.91620206260743,4.60517018598809,1980,15,-37.735,144.9558
3,1,13.4298480771523,1,118,21,7.8,3058,2,1,2,6.13556489108174,4.27666611901606,1920,15,-37.7448,144.9478
3,1,13.6231386653168,2,120,21,7.8,3058,3,1,2,6.3578422665081,4.87519732320115,1920,15,-37.7459,144.9773
3,1,13.4939269338368,2,17,21,7.8,3058,3,1,0,5.47227067367148,4.87519732320115,1900,15,-37.7539,144.9612
4,1,14.0386541092785,5,97,21,7.8,3058,4,3,1,6.24416690066374,5.51745289646471,1900,15,-37.7537,144.9766
2,1,13.8234787276135,2,72,22,7.8,3058,2,1,3,6.12468339089421,4.48863636973214,1940,15,-37.7505,144.9725
4,1,13.8054602221108,4,52,22,7.8,3058,4,1,1,6.19031540585315,4.95582705760126,1930,15,-37.7537,144.9532
2,3,13.0192226184848,2,129,22,7.8,3058,2,1,1,0,4.27666611901606,1970,15,-37.752,144.954
2,1,13.3613802778748,2,17,23,7.8,3058,2,2,3,5.82600010738045,5.00394630594546,1920,15,-37.7404,144.9559
5,1,13.8353131852605,1,118,23,7.8,3058,5,2,4,5.9427993751267,5.65599181081985,1985,15,-37.7492,144.969
3,1,13.8402031705546,5,72,23,7.8,3058,3,1,3,5.8171111599632,4.71849887129509,1950,15,-37.7408,144.9558
3,1,13.4588356140255,4,17,23,7.8,3058,3,1,1,4.92725368515721,4.62497281328427,2000,15,-37.7406,144.9555
3,1,13.9377281906885,2,97,23,7.8,3058,3,1,3,5.32787616878958,4.38202663467388,1945,15,-37.7382,144.9563
4,1,13.8878312195439,2,63,23,7.8,3058,4,1,4,6.27476202124194,5.23110861685459,1925,15,-37.7473,144.9528
3,2,13.3046849341983,2,17,23,7.8,3058,3,1,1,4.62497281328427,4.55387689160054,1976,15,-37.736,144.9665
4,1,13.9552725003394,1,110,24,7.8,3058,4,2,2,3.76120011569356,5.32300997913841,1930,15,-37.7456,144.9469
2,3,13.1519221796459,2,120,25,7.8,3058,2,1,2,0,4.24849524204936,1970,15,-37.7474,144.9608
2,1,13.0647342645677,2,97,25,7.8,3058,2,1,1,6.21460809842219,4.23410650459726,1975,15,-37.747,144.9515
2,1,13.7112605365905,2,110,25,7.8,3058,2,1,1,6.30078579466324,4.67282883446191,1940,15,-37.7445,144.9471
2,1,13.312983737013,2,72,25,7.8,3058,2,1,1,0,2.56494935746154,1969,15,-37.7519,144.9721
3,2,13.4400895712045,2,97,26,7.8,3058,3,1,1,4.75359019110636,4.9416424226093,1995,15,-37.7454,144.9487
4,1,13.79019274998,1,121,26,7.8,3058,4,2,2,5.7268477475872,5.31320597904179,1996,15,-37.748,144.9602
3,1,14.1303212978043,2,97,27,7.8,3058,3,1,1,6.33327962813969,4.86753445045558,1930,15,-37.7493,144.978
2,1,13.4588356140255,5,97,27,7.8,3058,2,1,2,5.9427993751267,4.52178857704904,1925,15,-37.74,144.9516
3,2,13.6047895266486,2,97,27,7.8,3058,3,2,1,5.36129216570943,4.87519732320115,2010,15,-37.7461,144.9584
4,1,13.6387733794642,2,72,27,7.8,3058,4,1,1,6.35610766069589,4.99043258677874,1960,15,-37.7369,144.9637
4,1,13.9552725003394,1,97,27,7.8,3058,4,1,2,6.45047042214418,5.0998664278242,1990,15,-37.7531,144.9504
4,1,13.7440145562592,4,17,27,7.8,3058,3,1,1,6.02102334934953,5.07517381523383,1920,15,-37.7432,144.9768
1,3,12.3925522124728,2,97,28,7.8,3058,1,1,1,0,4.12713438504509,1976,15,-37.7463,144.9635
2,1,13.7963277385475,2,97,28,7.8,3058,2,1,1,5.57215403217776,4.7361984483945,1910,15,-37.7493,144.97
2,2,13.2533916398107,2,110,28,7.8,3058,2,1,1,0,4.45434729625351,1900,15,-37.7367,144.9701
2,1,13.1223633774043,2,97,28,7.8,3058,2,1,1,4.72738781871234,4.24849524204936,1970,15,-37.7424,144.961
3,1,13.3923905146174,4,60,31,9.2,3058,3,1,0,6.00141487796115,4.58496747867057,1950,15,-37.7305,144.9803
3,2,13.3550611415234,2,88,34,9.2,3058,3,1,1,5.18178355029209,4.78749174278205,2012,15,-37.7297,144.9645
2,2,13.3046849341983,2,88,34,9.2,3058,2,1,1,4.97673374242057,4.65396035015752,2010,15,-37.7295,144.9641
3,1,13.4800378216761,4,60,34,9.2,3058,3,2,2,5.15329159449778,4.78749174278205,2010,15,-37.7308,144.9832
3,1,13.6693280477862,2,97,35,9.2,3058,3,1,2,6.33682573114644,4.74493212836325,1950,15,-37.7283,144.969
3,1,13.4588356140255,2,97,38,9.2,3058,3,1,2,6.4393503711001,4.68213122712422,1950,15,-37.7201,144.9696
2,2,13.2895712963882,2,97,39,9.2,3058,2,1,1,0,4.45434729625351,2008,15,-37.721,144.9527
3,1,13.6646876682297,2,97,41,9.2,3058,2,1,3,6.37331978957701,4.97673374242057,1950,15,-37.7205,144.9659
2,1,13.5476311128087,2,81,41,9.2,3058,2,1,2,6.33327962813969,4.75359019110636,1925,15,-37.723,144.96
3,1,13.3455069287185,2,97,1,9.2,3058,3,1,2,4.64439089914137,4.92725368515721,2014,15,-37.7307,144.9826
2,1,13.5211394973617,4,118,2,9.2,3058,2,1,3,6.26530121273771,4.49980967033027,1940,15,-37.732,144.9832
4,1,13.8643007221337,1,72,2,9.2,3058,4,3,2,6.21660610108486,5.55295958492162,2016,15,-37.7266,144.9823
2,1,13.7483018082708,2,43,6,9.2,3058,2,1,2,6.72503364216684,4.67282883446191,1960,15,-37.7297,144.9654
2,1,13.6170596192404,4,97,6,9.2,3058,2,1,4,6.44413125670044,4.78749174278205,1960,15,-37.7276,144.9688
3,1,13.5670491986658,2,97,6,9.2,3058,3,1,2,5.7268477475872,4.56434819146784,1950,15,-37.7215,144.9533
3,1,13.4687859448787,2,17,8,9.2,3058,3,2,3,6.32076829425058,4.85981240436167,1950,15,-37.7305,144.9605
3,1,13.3645249345543,2,17,15,9.2,3058,3,1,4,6.21060007702465,4.57471097850338,1950,15,-37.7323,144.9833
4,1,13.7642172635767,2,60,15,9.2,3058,4,2,2,5.6970934865054,5.44241771052179,2013,15,-37.7308,144.9836
3,1,13.6646876682297,1,72,16,9.2,3058,3,2,3,6.15697898558556,4.89783979995091,1970,15,-37.734,144.9728
5,1,13.9742222491191,2,120,16,9.2,3058,5,3,2,6.05208916892442,3.61091791264422,2014,15,-37.7302,144.9816
3,1,13.3847276418718,4,9,23,9.2,3058,3,1,1,6.00881318544259,4.55387689160054,1930,5,-37.7351,144.9833
4,1,13.5823166707966,4,72,24,9.2,3058,4,2,1,5.76832099579377,4.87519732320115,1950,15,-37.7242,144.9612
3,1,13.4870064909922,2,97,24,9.2,3058,3,1,2,6.21260609575152,4.65396035015752,1970,15,-37.7236,144.9576
3,1,13.7850513504796,2,72,26,9.2,3058,3,1,2,6.35437004079735,4.85981240436167,1960,15,-37.7307,144.9704
2,1,13.6989767417083,2,79,30,1.6,3066,2,1,1,5.18178355029209,4.24849524204936,1900,19,-37.7974,144.9915
2,3,14.0466222789277,2,72,30,1.6,3066,2,1,1,0,4.85981240436167,1900,19,-37.8042,144.9845
2,3,13.6588567479189,2,97,30,1.6,3066,2,1,1,7.96762673933382,4.80402104473326,1830,19,-37.8042,144.9845
3,2,13.9332935936207,4,97,34,1.6,3066,3,2,2,0,5.01727983681492,2000,19,-37.8083,144.9908
2,3,13.721199878493,2,72,34,1.6,3066,2,1,1,0,4.57471097850338,1880,19,-37.8035,144.985
1,3,13.0214374588144,4,72,34,1.6,3066,1,1,1,6.70441435496411,3.97029191355212,2000,19,-37.802,144.9848
1,3,12.9360337992128,4,15,39,1.6,3066,1,1,1,8.21635833238616,4.12713438504509,2005,19,-37.809,144.9911
1,3,12.8266491332553,4,153,41,1.6,3066,1,1,1,0,4.17438726989564,2005,19,-37.809,144.9911
3,3,14.0976774497279,2,97,41,1.6,3066,3,2,1,0,5.24702407216049,2013,19,-37.8032,144.9842
2,1,14.0225247273486,2,72,3,1.6,3066,2,2,1,0,5.03043792139244,1920,19,-37.8042,144.9845
2,1,13.6588567479189,2,72,6,1.6,3066,2,1,0,4.86753445045558,4.38202663467388,1890,19,-37.7953,144.9882
1,3,13.0324386698763,2,72,8,1.6,3066,1,1,1,6.00635315960173,3.89182029811063,1970,19,-37.796,144.9911
3,2,13.7073683993446,2,72,9,1.6,3066,3,2,1,4.40671924726425,4.40671924726425,1995,19,-37.7961,144.9873
2,1,14.0505826801438,2,72,9,1.6,3066,3,1,1,5.64190707093811,4.71849887129509,1920,19,-37.7985,144.9883
3,1,13.8878312195439,2,60,11,1.6,3066,3,1,0,5.20948615284142,4.64439089914137,1880,19,-37.7948,144.9875
1,3,12.8103886123835,2,153,12,1.6,3066,1,1,1,0,3.78418963391826,1970,19,-37.796,144.9911
2,1,13.7963277385475,2,72,13,1.6,3066,2,1,0,5.23644196282995,4.67282883446191,1900,19,-37.7964,144.9923
2,3,13.4342501385529,2,15,13,1.6,3066,2,1,1,0,4.52178857704904,1900,19,-37.8035,144.985
2,1,13.8155105579643,4,110,16,1.6,3066,2,1,2,5.06890420222023,4.45434729625351,1880,19,-37.7962,144.9887
3,2,13.6961638003317,2,110,19,1.6,3066,3,2,1,4.39444915467244,4.40671924726425,2000,19,-37.7961,144.9874
2,3,13.477937715899,2,72,20,1.6,3066,2,2,1,6.96602418710611,4.47733681447821,2010,19,-37.7954,144.9868
3,3,14.2209756660724,2,72,20,1.6,3066,2,2,2,0,5.06890420222023,1920,19,-37.8042,144.9845
2,3,13.4180136195053,2,72,22,1.6,3066,2,1,1,0,4.0943445622221,2002,19,-37.8046,144.984
2,3,13.5923670066501,5,97,23,1.6,3066,2,1,1,0,4.51085950651685,1900,19,-37.8026,144.9848
2,3,14.3132509421816,2,97,27,1.6,3066,4,1,3,0,0.693147180559945,1890,19,-37.8046,144.9858
2,3,13.6646876682297,1,72,32,1.6,3066,2,2,1,0,4.7361984483945,1920,19,-37.8035,144.985
3,1,14.1541233590846,2,9,31,13.9,3108,3,1,4,6.58892647753352,4.81218435537242,1970,10,-37.7942,145.1218
3,1,14.1870741143968,1,9,31,13.9,3108,3,1,1,6.45833828334479,4.74493212836325,1970,10,-37.7912,145.1248
4,1,14.1491215623045,2,9,31,13.9,3108,4,1,2,6.48920493132532,4.92725368515721,1975,10,-37.7827,145.1358
3,1,13.9332935936207,5,60,34,13.9,3108,3,2,2,6.70808408385307,5.15329159449778,1970,10,-37.781,145.1036
3,3,13.4588356140255,1,9,35,13.9,3108,3,2,2,0,4.77912349311153,2007,10,-37.7862,145.1235
4,1,13.957010120238,2,72,37,13.9,3108,4,2,2,5.8171111599632,5.17048399503815,2007,10,-37.794,145.1178
4,1,14.4403788977709,2,60,38,13.9,3108,3,2,2,6.82979373751242,5.38449506278909,1960,10,-37.7869,145.1183
4,1,13.8643007221337,1,9,38,13.9,3108,4,2,2,5.75890177387728,5.26785815906333,1995,10,-37.7815,145.1279
3,3,13.721199878493,2,9,39,13.9,3108,3,2,2,5.70044357339069,4.90527477843843,2001,10,-37.7929,145.1338
3,1,14.4306961970545,2,72,39,13.9,3108,3,1,2,6.9782137426307,4.96284463025991,1960,10,-37.7772,145.1157
4,1,14.018451401961,2,120,39,13.9,3108,4,3,2,6.60665018619822,5.22035582507832,1985,10,-37.7912,145.1127
4,1,14.0901073908674,2,72,39,13.9,3108,4,2,2,6.57368016696065,5.04342511691925,1965,10,-37.778,145.1173
5,1,14.1519827945855,2,72,41,13.9,3108,5,3,2,6.48616078894409,5.76832099579377,1985,10,-37.7752,145.1317
5,1,14.5893156415417,2,9,1,13.9,3108,5,5,2,6.50578406012823,5.97888576490112,2016,10,-37.7808,145.1185
4,1,14.1731850022361,2,72,2,13.9,3108,4,2,2,6.48463523563525,5.13579843705026,1970,10,-37.782,145.1194
3,3,13.5567398290069,2,9,2,13.9,3108,3,2,1,5.31320597904179,4.69134788222914,1986,10,-37.7776,145.1267
4,1,14.1994114881566,2,120,6,13.9,3108,4,2,2,6.69208374250663,5.13579843705026,1975,10,-37.7939,145.1392
4,3,13.531820506782,2,9,8,13.9,3108,3,1,1,5.48479693349065,4.65396035015752,1970,10,-37.7743,145.1093
3,2,13.5224808791859,2,60,10,13.9,3108,3,2,2,4.77068462446567,4.66343909411207,2013,10,-37.7863,145.106
3,1,14.2109253302189,2,9,11,13.9,3108,3,2,2,6.59441345974978,4.9416424226093,1960,10,-37.7892,145.131
3,1,13.9894638650877,2,120,11,13.9,3108,3,1,1,6.48920493132532,4.9416424226093,1960,10,-37.7816,145.1066
3,1,13.7101500423064,1,120,12,13.9,3108,2,2,2,5.90263333340137,5.01063529409626,2013,10,-37.792,145.1077
3,1,14.0386541092785,1,72,13,13.9,3108,3,2,1,6.59030104819669,5.01063529409626,1965,10,-37.7813,145.1318
3,1,13.8450693602058,2,120,13,13.9,3108,3,1,1,6.71780469502369,4.60517018598809,1960,10,-37.7848,145.1029
4,2,13.8003969201542,2,44,14,13.9,3108,4,2,2,5.2040066870768,5.07517381523383,1998,10,-37.7888,145.138
3,1,14.0778748224318,2,72,14,13.9,3108,3,1,2,6.47850964220857,4.77912349311153,1970,10,-37.7827,145.1051
4,1,14.1956578580881,2,111,15,13.9,3108,4,3,2,6.4831073514572,5.07517381523383,1969,10,-37.7795,145.1294
3,1,14.0386541092785,1,44,16,13.9,3108,3,2,2,6.80239476332431,5.27299955856375,1970,10,-37.7902,145.1344
4,1,14.1944947888228,4,72,16,13.9,3108,4,3,2,6.4831073514572,5.72031177660741,1970,10,-37.7856,145.1088
3,1,13.9574440538529,2,9,16,13.9,3108,3,2,2,6.47389069635227,4.85981240436167,1980,10,-37.7798,145.1368
5,1,14.3162858458768,5,72,19,13.9,3108,5,4,2,6.21460809842219,6.06145691892802,2007,10,-37.7863,145.1105
3,1,14.1455334709056,2,120,21,13.9,3108,3,1,1,6.63856778916652,5.16478597392351,1965,10,-37.7934,145.1207
2,3,13.0214374588144,2,108,21,13.9,3108,2,1,1,4.20469261939097,4.21950770517611,1975,10,-37.7887,145.1436
3,2,13.9128187404313,4,72,23,13.9,3108,3,2,2,5.4510384535657,5.16478597392351,2012,10,-37.7881,145.1371
4,1,14.1526968253191,2,130,23,13.9,3108,4,3,2,6.47697236288968,5.56452040732269,1970,10,-37.7785,145.1212
4,1,14.3932468870129,2,9,23,13.9,3108,4,3,3,6.37331978957701,5.72358510195238,2002,10,-37.7739,145.1287
4,1,14.2342208928225,2,9,24,13.9,3108,4,3,2,6.48768401848461,5.61677109766657,2010,10,-37.7954,145.1379
3,1,13.6854018726173,2,9,25,13.9,3108,3,2,2,0,5.09375020080676,2001,10,-37.7901,145.1341
4,2,13.7886531037944,2,120,26,13.9,3108,4,2,2,5.4553211153577,5.07517381523383,2009,10,-37.7932,145.1275
3,3,13.5302256101122,4,72,26,13.9,3108,3,1,2,4.69134788222914,4.78749174278205,2001,10,-37.7749,145.1138
3,1,13.9108207377686,5,140,26,13.9,3108,3,2,2,6.64768837356333,5.12989871492307,1960,10,-37.7765,145.117
3,1,13.9994973940773,2,9,26,13.9,3108,3,2,2,6.47543271670409,5.01063529409626,1965,10,-37.7794,145.1224
3,1,14.1244647656916,2,111,26,13.9,3108,3,1,2,6.68210859744981,4.88280192258637,1960,10,-37.7894,145.1333
4,1,14.408837403242,2,72,27,13.9,3108,4,2,4,6.64509096950564,5.48063892334199,1970,10,-37.7781,145.1337
5,1,14.4578906214706,2,97,1,10.3,3084,3,2,2,6.87005341179813,5.41610040220442,1925,1,-37.7674,145.0518
4,1,14.3162858458768,5,91,1,10.3,3084,4,3,2,6.58479139238572,5.78996017089725,1940,1,-37.7594,145.0594
3,1,14.4121468381434,2,97,6,10.3,3084,3,1,2,6.74051935960622,5.19295685089021,1955,1,-37.7666,145.0591
2,3,13.1711535415738,2,91,9,10.3,3084,2,1,1,4.36944785246702,4.24849524204936,1970,1,-37.7612,145.0663
4,1,14.5333503511146,2,91,10,10.3,3084,4,3,2,6.58340922215876,5.66988092298052,1950,1,-37.7615,145.0705
5,1,14.4730305608811,2,91,10,10.3,3084,5,2,1,6.84481547920826,5.46383180502561,1930,1,-37.7659,145.0585
4,1,14.7710220029917,5,97,15,10.3,3084,3,2,3,6.7696419768525,5.77455154554441,1937,1,-37.7612,145.0676
2,3,13.3046849341983,4,91,21,10.3,3084,2,1,1,4.71849887129509,4.55387689160054,1970,1,-37.7669,145.0521
3,1,14.2861389919789,2,91,24,10.3,3084,3,1,1,6.77078942390898,4.91265488573605,1960,1,-37.7618,145.0649
3,1,13.9108207377686,5,64,25,10.3,3084,3,2,1,6.31896811374643,5.7037824746562,1988,1,-37.7585,145.0568
4,1,14.7516039171346,5,91,26,10.3,3084,4,2,2,7.30249642372733,6.16961073249146,1970,1,-37.769,145.0616
3,3,13.9894638650877,2,91,26,10.3,3084,3,2,2,0,4.99721227376411,1975,1,-37.7623,145.0569
4,1,14.5146398102018,2,97,26,10.3,3084,4,3,2,6.3919171133926,5.50125821054473,1940,1,-37.765,145.0646
4,1,14.6523250883366,2,97,28,10.3,3084,4,3,2,7.07072410726028,5.67332326717149,1960,1,-37.7652,145.0687
2,1,13.7101500423064,5,49,30,8.5,3185,2,1,2,5.47646355193151,4.70048036579242,1940,6,-37.8845,144.999
3,1,14.301018373746,2,15,31,8.5,3185,3,2,2,6.10255859461357,5.19849703126583,1920,6,-37.8912,145.0138
4,1,13.9108207377686,5,60,31,8.5,3185,4,2,0,4.99043258677874,5.06890420222023,1910,6,-37.8852,144.9997
3,1,14.3779794148821,2,49,38,8.5,3185,3,2,1,5.96870755998537,5.15329159449778,1905,6,-37.8885,145.0133
4,1,14.1519827945855,4,15,38,8.5,3185,4,1,1,6.19236248947487,5.01063529409626,1910,6,-37.8916,145.0123
3,3,14.0306219375812,2,63,39,8.5,3185,3,2,2,5.76519110278484,4.81218435537242,1990,6,-37.8922,145.0112
2,3,13.2895712963882,2,20,2,8.5,3185,2,1,1,6.70318811324086,4.12713438504509,2008,6,-37.8857,145.0136
2,3,13.193753373491,2,15,2,8.5,3185,2,1,1,0,4.36944785246702,1970,6,-37.8838,145.0095
3,1,13.5923670066501,5,63,2,8.5,3185,3,2,2,5.80211837537706,4.71849887129509,2010,6,-37.8847,144.9992
3,1,13.7798833803211,1,15,2,8.5,3185,3,1,2,5.61677109766657,4.77912349311153,1900,6,-37.8859,144.9994
2,1,13.9639305630825,4,30,6,8.5,3185,2,2,2,5.04342511691925,4.91998092582813,2011,6,-37.8887,145.0046
3,2,13.6170596192404,5,88,6,8.5,3185,3,2,2,4.68213122712422,1.09861228866811,2002,6,-37.8858,145.0012
4,1,14.7710220029917,2,15,8,8.5,3185,4,2,2,6.26720054854136,5.21493575760899,1880,6,-37.883,145.0043
3,2,13.8841033494299,2,15,11,8.5,3185,3,2,2,5.18738580584075,4.8283137373023,2000,6,-37.8961,145.0125
3,1,14.4032972228664,2,15,11,8.5,3185,3,2,2,6.19847871649231,5.19849703126583,1905,6,-37.8789,145.0048
3,1,14.6677959598625,2,15,11,8.5,3185,3,2,1,6.03787091992214,5.31811999384422,1908,6,-37.8817,145.0126
2,3,13.5157559042782,2,15,11,8.5,3185,3,1,1,0,7.35308192051543,1966,6,-37.8829,145.0033
2,3,13.3471056500822,2,49,13,8.5,3185,2,1,1,7.47533923656674,4.60517018598809,1930,6,-37.8889,145.0043
4,1,14.3162858458768,1,15,15,8.5,3185,1,3,2,5.95583736946483,5.22035582507832,1913,6,-37.883,144.999
3,2,13.6529916284665,1,131,16,8.5,3185,3,2,2,4.68213122712422,4.95582705760126,2000,6,-37.8861,145.0014
3,1,14.3751263458997,5,20,16,8.5,3185,3,2,2,6.24804287450843,5.33271879326537,1900,6,-37.8813,145.0063
3,1,14.1870741143968,2,15,16,8.5,3185,3,1,2,5.86078622346587,4.68213122712422,1915,6,-37.8832,145.0133
4,1,14.8472705396445,2,15,16,8.5,3185,4,3,2,6.50578406012823,5.54126354515843,1930,6,-37.8871,145.0081
3,3,13.5696100195274,2,49,19,8.5,3185,3,1,1,0,4.55387689160054,1970,6,-37.8921,145.0106
4,1,13.8224861717007,2,112,19,8.5,3185,4,2,2,4.8283137373023,5.29831736654804,2000,6,-37.8855,145.001
4,1,14.1870741143968,1,15,20,8.5,3185,4,2,2,5.92958914338989,5.25749537202778,1917,6,-37.892,145.008
2,3,13.1223633774043,2,49,20,8.5,3185,1,1,1,0,4.07753744390572,2006,6,-37.8822,144.9994
4,1,14.7710220029917,4,15,20,8.5,3185,5,3,2,6.55250788703459,5.60947179518496,1885,6,-37.8897,145.008
2,1,13.704578997257,2,106,21,8.5,3185,2,1,1,4.99043258677874,4.39444915467244,1915,6,-37.8849,144.9993
4,1,14.5333503511146,1,15,25,8.5,3185,3,3,2,6.04025471127741,5.59842195899838,2016,6,-37.8891,145.0102
3,1,14.2886343145463,2,15,26,8.5,3185,3,1,1,6.03548143252476,5.02388052084628,1890,6,-37.8831,145.0153
1,3,13.1615840905576,2,30,30,7.7,3184,1,1,1,0,3.93182563272433,1930,16,-37.8761,144.9871
2,3,13.1362662825733,2,93,31,7.7,3184,2,1,1,0,4.36944785246702,1970,16,-37.8752,144.9911
2,3,13.1711535415738,2,151,31,7.7,3184,2,1,1,6.31535800152233,4.4188406077966,1960,16,-37.8802,144.9942
2,3,13.5278284855125,2,49,31,7.7,3184,2,1,1,0,4.26267987704132,1930,16,-37.8791,144.9923
1,3,13.1421660047005,2,30,31,7.7,3184,1,1,1,0,4.0943445622221,2001,16,-37.8857,144.9884
1,3,12.6115377536383,2,60,31,7.7,3184,1,1,0,0,3.49650756146648,1930,16,-37.8749,144.9842
3,2,14.1484049732376,2,112,33,7.7,3184,3,2,1,5.99146454710798,4.83628190695148,1996,16,-37.8829,144.9797
2,3,13.6588567479189,2,60,34,7.7,3184,2,1,1,7.58375630070711,4.44265125649032,1960,16,-37.8725,144.9848
2,3,13.5797882244432,2,84,35,7.7,3184,2,1,2,0,4.44265125649032,1940,16,-37.8794,144.9938
